171.9702142	-43.71823965
171.9702136	-43.71824924
171.9715911	-43.72293053
171.9706712	-43.72679676
171.9705495	-43.72730003
171.9778135	-43.73282499
171.9817516	-43.73460731
171.9845821	-43.73591948
171.9850454	-43.7364764
171.9862749	-43.73926522
171.9900171	-43.7435146
171.9912304	-43.74497514
171.9915838	-43.74558142
171.9899205	-43.74926769
171.9891566	-43.75051196
171.9849339	-43.75391713
171.9845195	-43.75456695
171.9873843	-43.75635768
171.9897881	-43.75720977
171.9937443	-43.76060083
171.9962663	-43.76301387
171.9971865	-43.7637257
172.0019864	-43.76879976
172.0057335	-43.77009614
172.006018	-43.77031285
172.0090683	-43.77212253
172.0110282	-43.77289298
172.0130704	-43.77380493
172.0142758	-43.77500979
172.01831	-43.77930995
172.0206866	-43.78122129
172.0214043	-43.78202903
172.0265127	-43.78452937
172.0306284	-43.78691859
172.0340011	-43.78763891
172.038851	-43.7878597
172.0401328	-43.78827611
172.0430448	-43.7885988
172.0492848	-43.78990351
172.0512324	-43.78846854
172.0531411	-43.79049653
172.0525898	-43.79133639
172.053275	-43.79288359
172.0553872	-43.79502358
172.0582008	-43.7995356
172.0587633	-43.80043422
172.0586189	-43.80195404
172.0581567	-43.8056794
172.0552386	-43.8085074
172.0552281	-43.80854573
172.0553279	-43.80945381
172.0631836	-43.81712063
172.0640179	-43.81757836
172.0653121	-43.81858226
172.0674341	-43.82068221
172.0745811	-43.82666249
172.075426	-43.82719122
172.0797787	-43.82747494
172.0808698	-43.82750245
172.0876523	-43.82768713
172.0878176	-43.82764692
172.0882081	-43.8278117
172.0921958	-43.82963987
172.0998564	-43.83243194
172.1001447	-43.83255865
172.1045649	-43.83515401
172.1065323	-43.83591638
172.1096147	-43.83702538
172.1124675	-43.83789626
172.1143082	-43.83840964
172.1169657	-43.83865608
172.1203888	-43.8384967
172.1248636	-43.83822154
172.1268865	-43.8386367
172.1294083	-43.83934099
172.1371767	-43.84444218
172.1393578	-43.84516837
172.1410234	-43.84630924
172.14175	-43.84715393
172.145739	-43.84810817
172.1495012	-43.85005666
172.1516467	-43.85246458
172.1527589	-43.85426677
172.1540889	-43.85540342
172.1541175	-43.85545256
172.161662	-43.86333029
172.161722	-43.86341458
172.1627643	-43.8645624
172.1663866	-43.86683945
172.171244	-43.86690927
172.1740682	-43.86786031
172.1788174	-43.8688317
172.1800889	-43.86908813
172.186443	-43.87027926
172.1907518	-43.87219289
172.1912276	-43.87240111
172.1914325	-43.87254336
172.1918832	-43.87302604
172.1926237	-43.87382063
172.1987234	-43.88000407
172.2005801	-43.88160474
172.2017377	-43.88293056
172.2035317	-43.88404365
172.2110152	-43.88923268
172.213451	-43.89069016
172.2158864	-43.89206306
172.215906	-43.89207398
172.2233078	-43.89870037
172.2249417	-43.89976495
172.2267499	-43.90119354
172.22822	-43.90201032
172.2356258	-43.90647954
172.2405402	-43.90886514
172.2405956	-43.90889171
172.240696	-43.90893908
172.2436686	-43.91035168
172.2479698	-43.91240173
172.2523936	-43.91364202
172.2529982	-43.91381399
172.2603455	-43.91588837
172.2632522	-43.91643621
172.2642357	-43.91668937
172.2654228	-43.9170772
172.2691021	-43.9180455
172.2727257	-43.91912217
172.2732458	-43.91920736
172.2747962	-43.91959659
172.2778489	-43.92032467
172.2821129	-43.92182768
172.2839033	-43.92252621
172.2850996	-43.92302738
172.290262	-43.92475583
172.2904925	-43.92479715
172.2974779	-43.9266864
172.2997911	-43.92710797
172.3003391	-43.92723432
172.3026944	-43.92770354
172.3045691	-43.9286202
172.3050152	-43.92882759
172.3080961	-43.93013073
172.3098507	-43.9309776
172.3150981	-43.933228
172.3157466	-43.93362255
172.3196773	-43.93634509
172.32174	-43.93797287
172.3219628	-43.9381426
172.3221921	-43.93832995
