174.639680 -41.273773
174.638192 -41.273493
174.637055 -41.273638
174.636212 -41.274123
174.635541 -41.274648
174.635108 -41.275557
174.635013 -41.276333
174.634339 -41.276729
174.633815 -41.277446
174.633292 -41.278163
174.632908 -41.278771
174.632908 -41.279642
174.632376 -41.280326
174.631819 -41.280850
174.631199 -41.281117
174.630178 -41.281730
174.629757 -41.281999
174.629129 -41.282737
174.628878 -41.282992
174.628778 -41.283594
174.627858 -41.284346
174.627753 -41.284691
174.628104 -41.285073
174.627831 -41.285550
174.628130 -41.286105
174.628992 -41.286394
174.630242 -41.286247
174.631272 -41.286405
174.631906 -41.286654
174.632813 -41.286469
174.632738 -41.285739
174.632611 -41.285225
174.632880 -41.284576
174.633389 -41.284397
174.634017 -41.284431
174.635151 -41.284200
174.635416 -41.283379
174.636202 -41.282895
174.636932 -41.282455
174.637662 -41.282015
174.638156 -41.281255
174.638651 -41.280496
174.639122 -41.279973
174.639594 -41.279450
174.639705 -41.279068
174.639978 -41.278392
174.640293 -41.277298
174.640558 -41.276723
174.640539 -41.276212
174.640802 -41.275305
174.640781 -41.274488
174.639680 -41.273773
