174.920499 -41.128797
174.920229 -41.129591
174.919958 -41.130616
174.919992 -41.131767
174.920259 -41.132243
174.921200 -41.131843
174.922141 -41.131444
174.922885 -41.130855
174.923771 -41.130745
174.924658 -41.130682
174.925544 -41.130619
174.926035 -41.130035
174.926526 -41.129451
174.927276 -41.129055
174.928026 -41.128658
174.928399 -41.128364
174.929889 -41.128691
174.931380 -41.129018
174.932729 -41.129217
174.933783 -41.128722
174.934696 -41.128099
174.935204 -41.127827
174.935816 -41.127498
174.937327 -41.127639
174.939046 -41.127802
174.940072 -41.128169
174.940690 -41.127582
174.941307 -41.126996
174.942090 -41.126279
174.942873 -41.125562
174.943656 -41.124845
174.944218 -41.124517
174.944478 -41.124282
174.944550 -41.123624
174.944521 -41.123299
174.944458 -41.122990
174.944384 -41.122199
174.945327 -41.121924
174.946271 -41.121649
174.947710 -41.121365
174.949148 -41.121082
174.950282 -41.120804
174.951416 -41.120526
174.952862 -41.120501
174.953734 -41.120400
174.954607 -41.120299
174.955583 -41.119822
174.956618 -41.119494
174.957653 -41.119166
174.958236 -41.119797
174.958819 -41.120427
174.960258 -41.120519
174.961091 -41.120893
174.961467 -41.121469
174.961835 -41.121773
174.962798 -41.121369
174.962581 -41.120984
174.962049 -41.120334
174.961466 -41.119723
174.960744 -41.119580
174.960151 -41.119114
174.959804 -41.118678
174.959745 -41.118079
174.959149 -41.117711
174.958099 -41.117476
174.956965 -41.117274
174.956689 -41.117163
174.956411 -41.116873
174.955763 -41.116603
174.955279 -41.116493
174.955225 -41.116293
174.955084 -41.115759
174.954998 -41.115665
174.954326 -41.115550
174.953575 -41.115563
174.953201 -41.115601
174.953274 -41.115253
174.953931 -41.114894
174.954718 -41.114691
174.955208 -41.114304
174.955739 -41.113916
174.956063 -41.113564
174.956470 -41.113210
174.957170 -41.112914
174.957790 -41.112682
174.958372 -41.112609
174.958649 -41.112099
174.958598 -41.111784
174.958059 -41.111888
174.956932 -41.111907
174.956388 -41.111853
174.955327 -41.111271
174.954887 -41.110521
174.954597 -41.109863
174.954306 -41.109205
174.954195 -41.108291
174.953767 -41.107920
174.953360 -41.108274
174.953377 -41.108842
174.953397 -41.109536
174.953283 -41.109917
174.953166 -41.110171
174.953172 -41.110392
174.952964 -41.110396
174.952627 -41.110307
174.952321 -41.109838
174.952013 -41.109307
174.951584 -41.108904
174.951206 -41.108815
174.950716 -41.109202
174.950859 -41.109800
174.951047 -41.110523
174.951411 -41.111527
174.951549 -41.111967
174.951556 -41.112219
174.951520 -41.112409
174.951316 -41.112570
174.950950 -41.112499
174.950432 -41.112475
174.949833 -41.112657
174.949488 -41.113152
174.949310 -41.114027
174.948798 -41.114343
174.948001 -41.114805
174.947260 -41.115164
174.946483 -41.115714
174.945826 -41.116104
174.945210 -41.116430
174.944635 -41.116756
174.944438 -41.117169
174.944201 -41.117615
174.943955 -41.117777
174.943248 -41.117852
174.942139 -41.117826
174.941396 -41.117861
174.940671 -41.117948
174.939827 -41.117725
174.939128 -41.117572
174.938533 -41.117403
174.937151 -41.117105
174.936727 -41.116768
174.936760 -41.116454
174.937002 -41.116262
174.936988 -41.115793
174.936814 -41.115484
174.936439 -41.115396
174.936067 -41.115402
174.935815 -41.115281
174.935517 -41.114973
174.935059 -41.114887
174.934688 -41.114925
174.934615 -41.115270
174.934557 -41.115492
174.934503 -41.115679
174.934302 -41.115870
174.934089 -41.116074
174.933782 -41.116238
174.933154 -41.116032
174.932610 -41.115992
174.932197 -41.116030
174.931915 -41.116285
174.931760 -41.116632
174.931769 -41.116944
174.931940 -41.117129
174.932277 -41.117342
174.932573 -41.117556
174.932824 -41.117646
174.932952 -41.117800
174.932958 -41.117988
174.932883 -41.118271
174.932768 -41.118586
174.932527 -41.118840
174.932247 -41.119157
174.932128 -41.119316
174.932011 -41.119568
174.931854 -41.119852
174.931697 -41.120136
174.931582 -41.120451
174.931468 -41.120797
174.931189 -41.121177
174.930824 -41.121433
174.930297 -41.121786
174.929357 -41.122177
174.928377 -41.122631
174.927398 -41.123086
174.926704 -41.123394
174.926009 -41.123703
174.925180 -41.124096
174.924297 -41.124413
174.923198 -41.124867
174.922103 -41.125612
174.921941 -41.126095
174.921608 -41.126748
174.921019 -41.127776
174.920499 -41.128797
