176.508122 -39.422913
176.507523 -39.423892
176.507136 -39.424407
176.506849 -39.424553
176.506292 -39.425210
176.505684 -39.426006
176.505719 -39.426691
176.505643 -39.427516
176.506170 -39.428598
176.507135 -39.429026
176.508764 -39.429753
176.509557 -39.430278
176.509746 -39.430501
176.509818 -39.430773
176.510077 -39.431222
176.510743 -39.431568
176.511459 -39.431729
176.512229 -39.431797
176.512764 -39.431872
176.513254 -39.432223
176.513703 -39.432941
176.514244 -39.434296
176.514610 -39.435702
176.515038 -39.437153
176.515256 -39.437969
176.515694 -39.438459
176.516179 -39.438718
176.516476 -39.438755
176.517172 -39.438532
176.517655 -39.438406
176.518069 -39.438353
176.518405 -39.438376
176.518660 -39.438433
176.519224 -39.438806
176.519404 -39.439028
176.519705 -39.439181
176.520209 -39.439198
176.520618 -39.438991
176.520859 -39.438788
176.521391 -39.438512
176.522172 -39.438195
176.522585 -39.438085
176.523755 -39.437984
176.525053 -39.437944
176.525467 -39.437834
176.526323 -39.437352
176.526962 -39.436714
176.527783 -39.436364
176.529332 -39.436316
176.530632 -39.436309
176.531797 -39.436110
176.532413 -39.435864
176.533260 -39.435187
176.533803 -39.434325
176.533803 -39.432698
176.534291 -39.432391
176.535065 -39.431944
176.536591 -39.431441
176.537491 -39.430991
176.537816 -39.430786
176.538357 -39.430704
176.538734 -39.430692
176.539369 -39.430803
176.539633 -39.431055
176.540823 -39.431344
176.541243 -39.431363
176.541955 -39.431341
176.542206 -39.431333
176.542697 -39.431091
176.542767 -39.430828
176.542578 -39.430411
176.541972 -39.430040
176.541414 -39.429797
176.540784 -39.429783
176.539977 -39.429581
176.538264 -39.428885
176.536921 -39.428049
176.536174 -39.427388
176.535271 -39.426961
176.534588 -39.426722
176.534080 -39.426640
176.533740 -39.426553
176.532860 -39.425734
176.532688 -39.424829
176.532296 -39.424548
176.530799 -39.423976
176.529548 -39.423299
176.528429 -39.422748
176.527856 -39.422498
176.527333 -39.422497
176.526907 -39.422547
176.526525 -39.422712
176.526242 -39.422925
176.525930 -39.423283
176.525505 -39.423595
176.524951 -39.423750
176.524559 -39.423546
176.524172 -39.423252
176.523504 -39.422772
176.522743 -39.422310
176.521503 -39.421770
176.520391 -39.421570
176.519563 -39.421589
176.519226 -39.421566
176.518978 -39.421639
176.518610 -39.421813
176.518407 -39.421949
176.518087 -39.422252
176.517687 -39.422622
176.517279 -39.422862
176.516579 -39.423111
176.515611 -39.423043
176.514541 -39.422621
176.513759 -39.422092
176.513422 -39.421224
176.513704 -39.420174
176.513970 -39.419646
176.513986 -39.419125
176.513621 -39.418551
176.513233 -39.418335
176.512176 -39.418172
176.511121 -39.418042
176.509942 -39.417948
176.508862 -39.418143
176.508448 -39.418253
176.508258 -39.418650
176.507950 -39.419179
176.507854 -39.419768
176.507801 -39.420387
176.507950 -39.420838
176.508105 -39.421419
176.508272 -39.422227
176.508165 -39.422588
176.508122 -39.422913
