DEF HST
1.7 	0.45 	2 	0 	0 	0.002
1.8 	0.65 	2.1 	0 	0 	0.006
1.8 	0.85 	2.1 	0 	0 	0.012
1.9 	0.95 	2.1 	0 	0 	0.02
2 	1.15 	2.2 	0 	0 	0.03
2.4 	1.2 	2.2 	0 	0 	0.1
2.6 	1.3 	2.4 	0 	0 	0.2
3 	1.4 	2.45 	0 	0 	0.5
3.6 	1.95 	2.55 	0 	0 	1
4.4 	2.5 	2.6 	0 	0 	1.5
4.8 	2.8 	2.6 	0 	0 	2.5
5.25 	3.1 	2.62 	0 	0 	3.5
5.5 	3.25 	2.65 	0 	0 	5
5.6 	3.35 	2.7 	0 	0 	7
5.75 	3.45 	2.72 	0 	0 	9
6.1 	3.6 	2.75 	0 	0 	17
6.5 	3.8 	3 	0 	0 	25
7.8 	4.4 	3.3 	0 	0 	1024
