
171.29860445	-42.27627381
171.29860445	-42.27627381
171.29738545	-42.27625451
171.29616645	-42.27623520
171.29494745	-42.27621588
171.29372845	-42.27619654
171.29250946	-42.27617718
171.29129046	-42.27615782
171.29007146	-42.27613844
171.28885247	-42.27611905
171.28763348	-42.27609964
171.28641449	-42.27608023
171.28519550	-42.27606080
171.28397651	-42.27604135
171.28275752	-42.27602189
171.28153853	-42.27600242
171.28031955	-42.27598294
171.27910056	-42.27596344
171.27788158	-42.27594393
171.27666259	-42.27592441
171.27544361	-42.27590488
171.27422463	-42.27588533
171.27300565	-42.27586576
171.27178667	-42.27584619
171.27056769	-42.27582660
171.26934872	-42.27580700
171.26812974	-42.27578738
171.26691076	-42.27576776
171.26569179	-42.27574812
171.26447282	-42.27572846
171.26325385	-42.27570880
171.26203488	-42.27568912
171.26081590	-42.27566942
171.25959694	-42.27564972
171.25837797	-42.27563000
171.25715900	-42.27561026
171.25594004	-42.27559052
171.25472107	-42.27557076
171.25350211	-42.27555099
171.25228315	-42.27553120
171.25106419	-42.27551140
171.24984523	-42.27549159
171.24862627	-42.27547177
171.24740731	-42.27545193
171.24618835	-42.27543208
171.24496940	-42.27541222
171.24375044	-42.27539234
171.24253149	-42.27537245
171.24131253	-42.27535255
171.24009358	-42.27533263
171.23887463	-42.27531270
171.23765568	-42.27529276
171.23643673	-42.27527280
171.23521779	-42.27525283
171.23399884	-42.27523285
171.23277990	-42.27521286
171.23156095	-42.27519285
171.23034201	-42.27517283
171.22912307	-42.27515279
171.22790412	-42.27513274
171.22668518	-42.27511268
171.22546625	-42.27509261
171.22424731	-42.27507252
171.22302837	-42.27505242
171.22180944	-42.27503231
171.22059050	-42.27501218
171.21937157	-42.27499205
171.21815263	-42.27497189
171.21693370	-42.27495173
171.21571477	-42.27493155
171.21449584	-42.27491136
171.21327692	-42.27489115
171.21205799	-42.27487093
171.21083906	-42.27485070
171.20962014	-42.27483046
171.20840121	-42.27481020
171.20718229	-42.27478993
171.20596337	-42.27476965
171.20474445	-42.27474935
171.20352553	-42.27472904
171.20230661	-42.27470872
171.20108769	-42.27468838
171.19986878	-42.27466803
171.19864986	-42.27464767
171.19743095	-42.27462730
171.19621204	-42.27460691
171.19499313	-42.27458651
171.19377422	-42.27456610
171.19255531	-42.27454567
171.19133640	-42.27452524
171.19011749	-42.27450478
171.18889859	-42.27448432
171.18767969	-42.27446384
171.18646078	-42.27444335
171.18524188	-42.27442285
171.18402298	-42.27440233
171.18280408	-42.27438180
171.18158518	-42.27436125
171.18036628	-42.27434070
171.17914739	-42.27432013
171.17792849	-42.27429954
171.17670960	-42.27427895
171.17549070	-42.27425834
171.17427181	-42.27423772
171.17305292	-42.27421708
171.17183403	-42.27419643
171.17061514	-42.27417577
171.16939625	-42.27415509
171.16942207	-42.27325469
171.16944789	-42.27235428
171.16947370	-42.27145387
171.16949951	-42.27055347
171.16952533	-42.26965306
171.16955114	-42.26875265
171.16957695	-42.26785224
171.16960276	-42.26695184
171.16962857	-42.26605143
171.16965438	-42.26515102
171.16968018	-42.26425062
171.16970599	-42.26335021
171.16973179	-42.26244980
171.16975760	-42.26154940
171.16978340	-42.26064899
171.16980920	-42.25974858
171.16983500	-42.25884818
171.16986080	-42.25794777
171.16988660	-42.25704736
171.16991240	-42.25614696
171.16993819	-42.25524655
171.16996399	-42.25434614
171.16998978	-42.25344574
171.17001558	-42.25254533
171.17004137	-42.25164492
171.17006716	-42.25074452
171.17009295	-42.24984411
171.17011874	-42.24894370
171.17014453	-42.24804330
171.17017032	-42.24714289
171.17019610	-42.24624248
171.17022189	-42.24534208
171.17024767	-42.24444167
171.17027345	-42.24354126
171.17029924	-42.24264086
171.17032502	-42.24174045
171.17035080	-42.24084005
171.17037657	-42.23993964
171.17040235	-42.23903923
171.17042813	-42.23813883
171.17045390	-42.23723842
171.17047968	-42.23633802
171.17050545	-42.23543761
171.17053123	-42.23453720
171.17055700	-42.23363680
171.17058277	-42.23273639
171.17060854	-42.23183599
171.17063430	-42.23093558
171.17066007	-42.23003517
171.17068584	-42.22913477
171.17071160	-42.22823436
171.17073737	-42.22733396
171.17076313	-42.22643355
171.17078889	-42.22553315
171.17081465	-42.22463274
171.17084041	-42.22373233
171.17086617	-42.22283193
171.17089193	-42.22193152
171.17091769	-42.22103112
171.17094344	-42.22013071
171.17096920	-42.21923031
171.17099495	-42.21832990
171.17102071	-42.21742950
171.17104646	-42.21652909
171.17107221	-42.21562868
171.17109796	-42.21472828
171.17112370	-42.21382787
171.17114945	-42.21292747
171.17117520	-42.21202706
171.17120094	-42.21112666
171.17122669	-42.21022625
171.17125243	-42.20932585
171.17127817	-42.20842544
171.17130392	-42.20752504
171.17132966	-42.20662463
171.17135539	-42.20572423
171.17138113	-42.20482382
171.17140687	-42.20392342
171.17143261	-42.20302301
171.17145834	-42.20212261
171.17148407	-42.20122220
171.17150981	-42.20032180
171.17153554	-42.19942139
171.17156127	-42.19852099
171.17158700	-42.19762058
171.17161273	-42.19672018
171.17163845	-42.19581978
171.17166418	-42.19491937
171.17168991	-42.19401897
171.17171563	-42.19311857
171.17174135	-42.19221817
171.17176707	-42.19131776
171.17179280	-42.19041736
171.17181852	-42.18951696
171.17184423	-42.18861656
171.17186995	-42.18771615
171.17189567	-42.18681575
171.17192138	-42.18591535
171.17194710	-42.18501495
171.17197281	-42.18411454
171.17199852	-42.18321414
171.17202424	-42.18231374
171.17204995	-42.18141334
171.17207566	-42.18051293
171.17210136	-42.17961253
171.17212707	-42.17871213
171.17215278	-42.17781173
171.17217848	-42.17691132
171.17220419	-42.17601092
171.17222989	-42.17511052
171.17225559	-42.17421012
171.17228129	-42.17330972
171.17230699	-42.17240931
171.17233269	-42.17150891
171.17235839	-42.17060851
171.17238408	-42.16970811
171.17240978	-42.16880770
171.17243547	-42.16790730
171.17246117	-42.16700690
171.17248686	-42.16610650
171.17251255	-42.16520610
171.17253824	-42.16430570
171.17256393	-42.16340529
171.17258962	-42.16250489
171.17261531	-42.16160449
171.17264099	-42.16070409
171.17266668	-42.15980369
171.17269236	-42.15890329
171.17271805	-42.15800288
171.17274373	-42.15710248
171.17276941	-42.15620208
171.17279509	-42.15530168
171.17282077	-42.15440128
171.17284645	-42.15350088
171.17287212	-42.15260048
171.17289780	-42.15170008
171.17292347	-42.15079967
171.17294915	-42.14989927
171.17297482	-42.14899887
171.17300049	-42.14809847
171.17302616	-42.14719807
171.17305183	-42.14629767
171.17307750	-42.14539727
171.17310317	-42.14449687
171.17312883	-42.14359647
171.17315450	-42.14269606
171.17318016	-42.14179566
171.17320583	-42.14089526
171.17323149	-42.13999486
171.17325715	-42.13909446
171.17328281	-42.13819406
171.17330847	-42.13729366
171.17333413	-42.13639326
171.17335978	-42.13549286
171.17338544	-42.13459246
171.17341109	-42.13369206
171.17343674	-42.13279166
171.17346240	-42.13189126
171.17348805	-42.13099085
171.17351370	-42.13009045
171.17353935	-42.12919005
171.17356500	-42.12828965
171.17359064	-42.12738925
171.17361629	-42.12648885
171.17364194	-42.12558845
171.17366758	-42.12468805
171.17369322	-42.12378765
171.17371886	-42.12288725
171.17374451	-42.12198685
171.17377015	-42.12108645
171.17379578	-42.12018605
171.17382142	-42.11928565
171.17384706	-42.11838525
171.17387269	-42.11748485
171.17389833	-42.11658445
171.17392396	-42.11568405
171.17394959	-42.11478365
171.17397522	-42.11388325
171.17400086	-42.11298285
171.17402648	-42.11208245
171.17405211	-42.11118206
171.17407774	-42.11028166
171.17410337	-42.10938126
171.17412899	-42.10848086
171.17415461	-42.10758046
171.17418024	-42.10668006
171.17420586	-42.10577966
171.17423148	-42.10487926
171.17425710	-42.10397886
171.17428272	-42.10307846
171.17430834	-42.10217806
171.17433395	-42.10127766
171.17435957	-42.10037726
171.17438518	-42.09947686
171.17441079	-42.09857646
171.17443641	-42.09767607
171.17446202	-42.09677567
171.17448763	-42.09587527
171.17451323	-42.09497487
171.17453884	-42.09407447
171.17456445	-42.09317407
171.17459005	-42.09227367
171.17461565	-42.09137327
171.17464126	-42.09047288
171.17466686	-42.08957248
171.17469246	-42.08867208
171.17471806	-42.08777168
171.17474366	-42.08687128
171.17476925	-42.08597088
171.17479485	-42.08507049
171.17482045	-42.08417009
171.17484604	-42.08326969
171.17487163	-42.08236929
171.17489723	-42.08146889
171.17492282	-42.08056849
171.17494841	-42.07966810
171.17497400	-42.07876770
171.17499958	-42.07786730
171.17502517	-42.07696690
171.17505076	-42.07606650
171.17507634	-42.07516611
171.17510193	-42.07426571
171.17512751	-42.07336531
171.17515309	-42.07246491
171.17517867	-42.07156451
171.17520425	-42.07066412
171.17522983	-42.06976372
171.17525540	-42.06886332
171.17528098	-42.06796292
171.17530656	-42.06706253
171.17533213	-42.06616213
171.17535770	-42.06526173
171.17538327	-42.06436133
171.17540885	-42.06346094
171.17543442	-42.06256054
171.17545998	-42.06166014
171.17548555	-42.06075974
171.17551112	-42.05985935
171.17553668	-42.05895895
171.17556225	-42.05805855
171.17558781	-42.05715816
171.17561337	-42.05625776
171.17563894	-42.05535736
171.17566450	-42.05445696
171.17569005	-42.05355657
171.17571561	-42.05265617
171.17574117	-42.05175577
171.17576672	-42.05085538
171.17579228	-42.04995498
171.17581783	-42.04905458
171.17584339	-42.04815419
171.17586894	-42.04725379
171.17589449	-42.04635339
171.17592004	-42.04545300
171.17594559	-42.04455260
171.17597113	-42.04365220
171.17599668	-42.04275181
171.17602223	-42.04185141
171.17604777	-42.04095102
171.17607331	-42.04005062
171.17609885	-42.03915022
171.17612440	-42.03824983
171.17614994	-42.03734943
171.17617547	-42.03644904
171.17620101	-42.03554864
171.17622655	-42.03464824
171.17625208	-42.03374785
171.17627762	-42.03284745
171.17630315	-42.03194706
171.17632868	-42.03104666
171.17635422	-42.03014626
171.17637975	-42.02924587
171.17640528	-42.02834547
171.17643080	-42.02744508
171.17645633	-42.02654468
171.17648186	-42.02564429
171.17650738	-42.02474389
171.17653291	-42.02384350
171.17655843	-42.02294310
171.17658395	-42.02204270
171.17660947	-42.02114231
171.17663499	-42.02024191
171.17666051	-42.01934152
171.17668603	-42.01844112
171.17671154	-42.01754073
171.17673706	-42.01664033
171.17676257	-42.01573994
171.17678809	-42.01483954
171.17681360	-42.01393915
171.17683911	-42.01303875
171.17686462	-42.01213836
171.17689013	-42.01123796
171.17691563	-42.01033757
171.17694114	-42.00943717
171.17696665	-42.00853678
171.17699215	-42.00763639
171.17701765	-42.00673599
171.17704316	-42.00583560
171.17706866	-42.00493520
171.17709416	-42.00403481
171.17711966	-42.00313441
171.17714515	-42.00223402
171.17717065	-42.00133362
171.17719615	-42.00043323
171.17722164	-41.99953284
171.17724714	-41.99863244
171.17727263	-41.99773205
171.17729812	-41.99683165
171.17732361	-41.99593126
171.17734910	-41.99503087
171.17737459	-41.99413047
171.17740007	-41.99323008
171.17742556	-41.99232968
171.17745105	-41.99142929
171.17747653	-41.99052890
171.17750201	-41.98962850
171.17752749	-41.98872811
171.17755297	-41.98782772
171.17757845	-41.98692732
171.17760393	-41.98602693
171.17762941	-41.98512653
171.17765489	-41.98422614
171.17768036	-41.98332575
171.17770583	-41.98242535
171.17773131	-41.98152496
171.17775678	-41.98062457
171.17778225	-41.97972418
171.17780772	-41.97882378
171.17783319	-41.97792339
171.17785866	-41.97702300
171.17788412	-41.97612260
171.17790959	-41.97522221
171.17793505	-41.97432182
171.17796051	-41.97342142
171.17798598	-41.97252103
171.17801144	-41.97162064
171.17803690	-41.97072025
171.17806236	-41.96981985
171.17808781	-41.96891946
171.17811327	-41.96801907
171.17813873	-41.96711868
171.17816418	-41.96621828
171.17818964	-41.96531789
171.17821509	-41.96441750
171.17824054	-41.96351711
171.17826599	-41.96261672
171.17829144	-41.96171632
171.17831689	-41.96081593
171.17834233	-41.95991554
171.17836778	-41.95901515
171.17839322	-41.95811475
171.17841867	-41.95721436
171.17844411	-41.95631397
171.17846955	-41.95541358
171.17849499	-41.95451319
171.17852043	-41.95361280
171.17854587	-41.95271240
171.17857131	-41.95181201
171.17859674	-41.95091162
171.17862218	-41.95001123
171.17864761	-41.94911084
171.17867305	-41.94821045
171.17869848	-41.94731006
171.17872391	-41.94640966
171.17874934	-41.94550927
171.17877477	-41.94460888
171.17880020	-41.94370849
171.17882562	-41.94280810
171.17885105	-41.94190771
171.17887647	-41.94100732
171.17890190	-41.94010693
171.17892732	-41.93920654
171.17895274	-41.93830614
171.17897816	-41.93740575
171.17900358	-41.93650536
171.17902900	-41.93560497
171.17905441	-41.93470458
171.17907983	-41.93380419
171.17910524	-41.93290380
171.17913065	-41.93200341
171.17915607	-41.93110302
171.17918148	-41.93020263
171.17920689	-41.92930224
171.17923230	-41.92840185
171.17925771	-41.92750146
171.17928311	-41.92660107
171.17930852	-41.92570068
171.17933392	-41.92480029
171.17935933	-41.92389990
171.17938473	-41.92299951
171.17941013	-41.92209912
171.17943553	-41.92119873
171.17946093	-41.92029834
171.17948633	-41.91939795
171.17951173	-41.91849756
171.17953712	-41.91759717
171.17956252	-41.91669678
171.17958791	-41.91579639
171.17961330	-41.91489600
171.17963870	-41.91399561
171.17966409	-41.91309522
171.17968948	-41.91219483
171.17971486	-41.91129445
171.17974025	-41.91039406
171.17976564	-41.90949367
171.17979102	-41.90859328
171.17981641	-41.90769289
171.17984179	-41.90679250
171.17986717	-41.90589211
171.17989255	-41.90499172
171.17991793	-41.90409133
171.17994331	-41.90319095
171.17996869	-41.90229056
171.17999406	-41.90139017
171.18001944	-41.90048978
171.18004481	-41.89958939
171.18007019	-41.89868900
171.18009556	-41.89778861
171.18012093	-41.89688823
171.18014630	-41.89598784
171.18017167	-41.89508745
171.18019704	-41.89418706
171.18022240	-41.89328668
171.18024777	-41.89238629
171.18027313	-41.89148590
171.18029850	-41.89058551
171.18032386	-41.88968513
171.18034922	-41.88878474
171.18037458	-41.88788435
171.18039994	-41.88698396
171.18042530	-41.88608358
171.18045065	-41.88518319
171.18047601	-41.88428280
171.18050136	-41.88338242
171.18052672	-41.88248203
171.18055207	-41.88158164
171.18057742	-41.88068126
171.18060277	-41.87978087
171.18062812	-41.87888048
171.18065347	-41.87798010
171.18067881	-41.87707971
171.18070416	-41.87617932
171.18072950	-41.87527894
171.18075485	-41.87437855
171.18078019	-41.87347816
171.18080553	-41.87257778
171.18083087	-41.87167739
171.18085621	-41.87077700
171.18088155	-41.86987662
171.18090689	-41.86897623
171.18093222	-41.86807585
171.18095756	-41.86717546
171.18098289	-41.86627507
171.18100822	-41.86537469
171.18103355	-41.86447430
171.18105888	-41.86357392
171.18108421	-41.86267353
171.18110954	-41.86177315
171.18113487	-41.86087276
171.18116019	-41.85997237
171.18118552	-41.85907199
171.18121084	-41.85817160
171.18123617	-41.85727122
171.18126149	-41.85637083
171.18128681	-41.85547045
171.18131213	-41.85457006
171.18133745	-41.85366968
171.18136276	-41.85276929
171.18138808	-41.85186891
171.18141339	-41.85096852
171.18143871	-41.85006814
171.18146402	-41.84916775
171.18148933	-41.84826737
171.18151464	-41.84736698
171.18153995	-41.84646660
171.18156526	-41.84556621
171.18159057	-41.84466583
171.18161587	-41.84376545
171.18164118	-41.84286506
171.18166648	-41.84196468
171.18169178	-41.84106429
171.18171709	-41.84016391
171.18174239	-41.83926353
171.18176769	-41.83836314
171.18179298	-41.83746276
171.18181828	-41.83656237
171.18184358	-41.83566199
171.18186887	-41.83476161
171.18189417	-41.83386122
171.18191946	-41.83296084
171.18194475	-41.83206045
171.18197004	-41.83116007
171.18199533	-41.83025969
171.18202062	-41.82935930
171.18204591	-41.82845892
171.18207119	-41.82755854
171.18209648	-41.82665815
171.18212176	-41.82575777
171.18214705	-41.82485739
171.18217233	-41.82395700
171.18219761	-41.82305662
171.18222289	-41.82215624
171.18224817	-41.82125586
171.18227345	-41.82035547
171.18229872	-41.81945509
171.18232400	-41.81855471
171.18234927	-41.81765433
171.18237454	-41.81675394
171.18239982	-41.81585356
171.18242509	-41.81495318
171.18245036	-41.81405279
171.18247563	-41.81315241
171.18250089	-41.81225203
171.18252616	-41.81135165
171.18255142	-41.81045127
171.18257669	-41.80955088
171.18260195	-41.80865050
171.18262721	-41.80775012
171.18265247	-41.80684974
171.18267773	-41.80594936
171.18270299	-41.80504897
171.18272825	-41.80414859
171.18275351	-41.80324821
171.18277876	-41.80234783
171.18280402	-41.80144745
171.18282927	-41.80054707
171.18285452	-41.79964669
